model,signal,bin_lo,bin_hi,bin_mid,bin_count,avg_predicted,avg_observed,bin_ece_contrib
Mistral,entropy_std_global,0.4,0.5,0.45,22,0.4573917188857041,0.045454545454545456,0.045313089077427454
Mistral,entropy_std_global,0.5,0.6000000000000001,0.55,61,0.5542118404841081,0.21311475409836064,0.10403461134765296
Mistral,entropy_std_global,0.6000000000000001,0.7000000000000001,0.6500000000000001,45,0.6480715829478005,0.4,0.055816106163255115
Mistral,entropy_std_global,0.7000000000000001,0.8,0.75,42,0.7543418454286515,0.9285714285714286,0.0365882124599832
Mistral,entropy_std_global,0.8,0.9,0.8500000000000001,21,0.8482045879676786,1.0,0.015938518263393747
Mistral,entropy_std_global,0.9,1.0,0.95,8,0.9318305796131284,1.0,0.0027267768154748627
POOLED,entropy_global,0.0,0.1,0.05,2,0.022984226017800757,0.0,5.746056504450189e-05
POOLED,entropy_global,0.1,0.2,0.15000000000000002,6,0.13884567375682824,0.0,0.0010413425531762119
POOLED,entropy_global,0.2,0.30000000000000004,0.25,15,0.2546998063486509,0.06666666666666667,0.003525621369037205
POOLED,entropy_global,0.30000000000000004,0.4,0.35000000000000003,46,0.35618303235705306,0.13043478260869565,0.012980524360530552
POOLED,entropy_global,0.4,0.5,0.45,68,0.44680119169410437,0.16176470588235295,0.024228101293998876
POOLED,entropy_global,0.5,0.6000000000000001,0.55,118,0.5493513976885437,0.1694915254237288,0.05602933115906019
POOLED,entropy_global,0.6000000000000001,0.7000000000000001,0.6500000000000001,112,0.6492718220130637,0.2857142857142857,0.050898055081828916
POOLED,entropy_global,0.7000000000000001,0.8,0.75,120,0.75066466482413,0.48333333333333334,0.04009969972361949
POOLED,entropy_global,0.8,0.9,0.8500000000000001,130,0.8514402240673182,0.6923076923076923,0.025859036410939215
POOLED,entropy_global,0.9,1.0,0.95,183,0.9593834710145533,0.994535519125683,0.008041031005420921
POOLED,entropy_per_model,0.0,0.1,0.05,17,0.05106515000473272,0.11764705882352941,0.0014148655623994297
POOLED,entropy_per_model,0.1,0.2,0.15000000000000002,34,0.16179603929147243,0.17647058823529413,0.0006236683301124222
POOLED,entropy_per_model,0.2,0.30000000000000004,0.25,69,0.2514930172268734,0.15942028985507245,0.007941272735817831
POOLED,entropy_per_model,0.30000000000000004,0.4,0.35000000000000003,92,0.3466764840791492,0.13043478260869565,0.024867795669102157
POOLED,entropy_per_model,0.4,0.5,0.45,97,0.449087499286902,0.1958762886597938,0.030701859288536863
POOLED,entropy_per_model,0.5,0.6000000000000001,0.55,94,0.5491877389394911,0.24468085106382978,0.03577955932539021
POOLED,entropy_per_model,0.6000000000000001,0.7000000000000001,0.6500000000000001,100,0.6512998961672686,0.43,0.027662487020908573
POOLED,entropy_per_model,0.7000000000000001,0.8,0.75,56,0.7448505979433937,0.7678571428571429,0.0016104581439624446
POOLED,entropy_per_model,0.8,0.9,0.8500000000000001,81,0.8533363783217895,1.0,0.01484969169491881
POOLED,entropy_per_model,0.9,1.0,0.95,160,0.959903648303093,1.0,0.008019270339381391
POOLED,self_report_raw,0.0,0.1,0.05,394,0.008578680203045684,0.6421319796954315,0.312025
POOLED,self_report_raw,0.1,0.2,0.15000000000000002,31,0.13193548387096776,0.7741935483870968,0.0248875
POOLED,self_report_raw,0.2,0.30000000000000004,0.25,18,0.24611111111111114,0.9444444444444444,0.015712499999999997
POOLED,self_report_raw,0.30000000000000004,0.4,0.35000000000000003,7,0.32142857142857145,0.42857142857142855,0.0009374999999999996
POOLED,self_report_raw,0.4,0.5,0.45,7,0.44571428571428573,1.0,0.00485
POOLED,self_report_raw,0.5,0.6000000000000001,0.55,9,0.5444444444444445,0.8888888888888888,0.0038749999999999987
POOLED,self_report_raw,0.6000000000000001,0.7000000000000001,0.6500000000000001,5,0.6839999999999999,0.8,0.0007250000000000007
POOLED,self_report_raw,0.7000000000000001,0.8,0.75,2,0.75,1.0,0.000625
POOLED,self_report_raw,0.8,0.9,0.8500000000000001,2,0.8400000000000001,1.0,0.0003999999999999998
POOLED,self_report_raw,0.9,1.0,0.95,325,0.9987692307692309,0.24615384615384617,0.30575
POOLED,self_report_inverted,0.0,0.1,0.05,325,0.0012307692307692306,0.24615384615384617,0.0995
POOLED,self_report_inverted,0.1,0.2,0.15000000000000002,2,0.15999999999999998,1.0,0.0021000000000000003
POOLED,self_report_inverted,0.2,0.30000000000000004,0.25,2,0.25,1.0,0.001875
POOLED,self_report_inverted,0.30000000000000004,0.4,0.35000000000000003,5,0.316,0.8,0.0030250000000000003
POOLED,self_report_inverted,0.4,0.5,0.45,4,0.4,1.0,0.003
POOLED,self_report_inverted,0.5,0.6000000000000001,0.55,12,0.5316666666666667,0.9166666666666666,0.005774999999999998
POOLED,self_report_inverted,0.6000000000000001,0.7000000000000001,0.6500000000000001,10,0.6849999999999998,0.6,0.0010624999999999981
POOLED,self_report_inverted,0.7000000000000001,0.8,0.75,12,0.7558333333333334,0.9166666666666666,0.002412499999999999
POOLED,self_report_inverted,0.8,0.9,0.8500000000000001,29,0.8555172413793104,0.7931034482758621,0.0022625000000000006
POOLED,self_report_inverted,0.9,1.0,0.95,399,0.9902756892230576,0.6441102756892231,0.17265
POOLED,length_score,0.0,0.1,0.05,0,,,0.0
POOLED,length_score,0.1,0.2,0.15000000000000002,0,,,0.0
POOLED,length_score,0.2,0.30000000000000004,0.25,225,0.2,0.6666666666666666,0.13124999999999998
POOLED,length_score,0.30000000000000004,0.4,0.35000000000000003,0,,,0.0
POOLED,length_score,0.4,0.5,0.45,209,0.39999999999999997,0.17703349282296652,0.05824999999999998
POOLED,length_score,0.5,0.6000000000000001,0.55,339,0.5483775811209439,0.5486725663716814,0.00012499999999999708
POOLED,length_score,0.6000000000000001,0.7000000000000001,0.6500000000000001,0,,,0.0
POOLED,length_score,0.7000000000000001,0.8,0.75,0,,,0.0
POOLED,length_score,0.8,0.9,0.8500000000000001,27,0.8000000000000002,1.0,0.006749999999999996
POOLED,length_score,0.9,1.0,0.95,0,,,0.0
POOLED,max_entropy_global,0.0,0.1,0.05,1,0.0,0.0,0.0
POOLED,max_entropy_global,0.1,0.2,0.15000000000000002,1,0.11381950415899666,1.0,0.001107725619801254
POOLED,max_entropy_global,0.2,0.30000000000000004,0.25,5,0.271888250766737,0.2,0.00044930156729210623
POOLED,max_entropy_global,0.30000000000000004,0.4,0.35000000000000003,10,0.36389909164965173,0.0,0.0045487386456206464
POOLED,max_entropy_global,0.4,0.5,0.45,23,0.4634573785810472,0.13043478260869565,0.009574399634205106
POOLED,max_entropy_global,0.5,0.6000000000000001,0.55,71,0.5542326753749146,0.1267605633802817,0.03793814993952367
POOLED,max_entropy_global,0.6000000000000001,0.7000000000000001,0.6500000000000001,168,0.6537150926269071,0.19642857142857142,0.0960301694516505
POOLED,max_entropy_global,0.7000000000000001,0.8,0.75,193,0.7497375855019583,0.3005181347150259,0.10837419250234745
POOLED,max_entropy_global,0.8,0.9,0.8500000000000001,137,0.8506699119230965,0.7664233576642335,0.014427222416830284
POOLED,max_entropy_global,0.9,1.0,0.95,191,0.9511619370678653,0.9947643979057592,0.010410087525047162
POOLED,entropy_std_global,0.0,0.1,0.05,1,0.0,1.0,0.00125
POOLED,entropy_std_global,0.1,0.2,0.15000000000000002,0,,,0.0
POOLED,entropy_std_global,0.2,0.30000000000000004,0.25,5,0.25149557801980704,0.0,0.0015718473626237942
POOLED,entropy_std_global,0.30000000000000004,0.4,0.35000000000000003,20,0.36376989493449646,0.0,0.009094247373362412
POOLED,entropy_std_global,0.4,0.5,0.45,76,0.4574614166943565,0.11842105263157894,0.03220883458596387
POOLED,entropy_std_global,0.5,0.6000000000000001,0.55,140,0.5543007311679565,0.2357142857142857,0.05575262795439239
POOLED,entropy_std_global,0.6000000000000001,0.7000000000000001,0.6500000000000001,165,0.651164555719535,0.24242424242424243,0.08430268961715409
POOLED,entropy_std_global,0.7000000000000001,0.8,0.75,153,0.7449839373729914,0.5555555555555556,0.0362281780225846
POOLED,entropy_std_global,0.8,0.9,0.8500000000000001,127,0.8512986594275842,0.937007874015748,0.013606337815871008
POOLED,entropy_std_global,0.9,1.0,0.95,113,0.9596403216789449,1.0,0.005700804562849038
